index,Airport Name,City,Country,three-digit code,four_digit,l1,l2
5633,Juancho E. Yrausquin Airport,Saba,Netherlands Antilles,SAB,TNCS,17.64500046,-63.22000122
5634,Sacramento Executive Airport,Sacramento,United States,SAC,KSAC,38.51250076,-121.4929962
5635,Safford Regional Airport,Safford,United States,SAD,KSAD,32.85480118,-109.6350021
5636,Santa Fe Municipal Airport,Santa Fe,United States,SAF,KSAF,35.61709976,-106.0889969
5637,Sana'a International Airport,Sanaa,Yemen,SAH,OYSN,15.47630024,44.21969986
5638,Sauðárkrókur Airport,Saudarkrokur,Iceland,SAK,BIKR,65.73169708,-19.57279968
5639,El Salvador International Airport,San Salvador,El Salvador,SAL,MSLP,13.4409,-89.055702
5640,San Diego International Airport,San Diego,United States,SAN,KSAN,32.73360062,-117.1900024
5641,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,SAP,MHLM,15.45259953,-87.92359924
5642,San Andros Airport,San Andros,Bahamas,SAQ,MYAN,25.05380058,-78.0490036
5643,San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.53370094,-98.46980286
5644,Savannah Hilton Head International Airport,Savannah,United States,SAV,KSAV,32.12760162,-81.20210266
5645,Sabiha Gökçen International Airport,Istanbul,Turkey,SAW,LTFJ,40.89860153,29.30920029
5646,Siena-Ampugnano Airport,Siena,Italy,SAY,LIQS,43.256302,11.255
5647,Santa Barbara Municipal Airport,Santa Barbara,United States,SBA,KSBA,34.42620087,-119.8399963
5648,San Bernardino International Airport,San Bernardino,United States,SBD,KSBD,34.09540176,-117.2350006
5649,Maimun Saleh Airport,Sabang,Indonesia,SBG,WITB,5.874129772,95.33969879
5650,Gustaf III Airport,Gustavia,France,SBH,TFFJ,17.90439987,-62.84360123
5651,Saint-Brieuc-Armor Airport,St.-brieuc Armor,France,SBK,LFRT,48.5378,-2.85444
5652,Sheboygan County Memorial Airport,Sheboygan,United States,SBM,KSBM,43.76959991,-87.85140228
5653,South Bend Regional Airport,South Bend,United States,SBN,KSBN,41.70869827,-86.31729889
5654,Emanuel County Airport,Santa Barbara,United States,SBO,KSBO,32.60910034,-82.36990356
5655,San Luis County Regional Airport,San Luis Obispo,United States,SBP,KSBP,35.23680115,-120.6419983
5656,Saibai Island Airport,Saibai Island,Australia,SBR,YSII,-9.378330231,142.625
5657,Steamboat Springs Bob Adams Field,Steamboat Springs,United States,SBS,KSBS,40.5163002,-106.8659973
5658,Springbok Airport,Springbok,South Africa,SBU,FASB,-29.68930054,17.93959999
5659,Sibu Airport,Sibu,Malaysia,SBW,WBGS,2.261600018,111.9850006
5660,Salisbury Ocean City Wicomico Regional Airport,Salisbury,United States,SBY,KSBY,38.34049988,-75.51029968
5661,Sibiu International Airport,Sibiu,Romania,SBZ,LRSB,45.78559875,24.09129906
5662,Deadhorse Airport,Deadhorse,United States,SCC,PASC,70.19470215,-148.4649963
5663,Merkel Field Sylacauga Municipal Airport,Sylacauga,United States,SCD,KSCD,33.17179871,-86.30549622
5664,University Park Airport,State College Pennsylvania,United States,SCE,KUNV,40.84930038,-77.84870148
5665,Schenectady County Airport,Scotia NY,United States,SCH,KSCH,42.85250092,-73.92890167
5666,Stockton Metropolitan Airport,Stockton,United States,SCK,KSCK,37.89419937,-121.237999
5667,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,SCL,SCEL,-33.39300156,-70.78579712
5668,Scammon Bay Airport,Scammon Bay,United States,SCM,PACM,61.84529877,-165.5709991
5669,Saarbrücken Airport,Saarbruecken,Germany,SCN,EDDR,49.21459961,7.109509945
5670,Aktau Airport,Aktau,Kazakhstan,SCO,UATE,43.86009979,51.09199905
5671,Santiago de Compostela Airport,Santiago,Spain,SCQ,LEST,42.89630127,-8.415140152
5672,Scatsta Airport,Scatsta,United Kingdom,SCS,EGPM,60.43280029,-1.296110034
5673,Socotra International Airport,Socotra,Yemen,SCT,OYSQ,12.63070011,53.90579987
5674,Antonio Maceo International Airport,Santiago De Cuba,Cuba,SCU,MUCU,19.96980095,-75.83540344
5675,Suceava Stefan cel Mare Airport,Suceava,Romania,SCV,LRSV,47.6875,26.35409927
5676,Syktyvkar Airport,Syktyvkar,Russia,SCW,UUYY,61.64699936,50.8451004
5677,San Cristóbal Airport,San Cristóbal,Ecuador,SCY,SEST,-0.9102060199,-89.61740112
5678,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,SCZ,AGGL,-10.72029972,165.7949982
5679,Williamson Sodus Airport,Williamson,United States,SDC,KSDC,43.23469925,-77.1210022
5680,Lubango Airport,Lubango,Angola,SDD,FNUB,-14.92469978,13.57499981
5681,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,SDE,SANE,-27.76555634,-64.30999756
5682,Louisville International Standiford Field,Louisville,United States,SDF,KSDF,38.1744,-85.736
5683,Sanandaj Airport,Sanandaj,Iran,SDG,OICS,35.2458992,47.00920105
5684,Sendai Airport,Sendai,Japan,SDJ,RJSS,38.13970184,140.9170074
5685,Sandakan Airport,Sandakan,Malaysia,SDK,WBKS,5.900899887,118.0589981
5686,Sundsvall-Härnösand Airport,Sundsvall,Sweden,SDL,ESNN,62.52809906,17.44389915
5687,Brown Field Municipal Airport,San Diego,United States,SDM,KSDM,32.57229996,-116.9800034
5688,Sandane Airport (Anda),Sandane,Norway,SDN,ENSD,61.83000183,6.105830193
5689,Sand Point Airport,Sand Point,United States,SDP,PASD,55.31499863,-160.522995
5690,Las Américas International Airport,Santo Domingo,Dominican Republic,SDQ,MDSD,18.42970085,-69.66889954
5691,Santander Airport,Santander,Spain,SDR,LEXJ,43.42710114,-3.820009947
5692,Sado Airport,Sado,Japan,SDS,RJSD,38.06019974,138.4140015
5693,Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT,OPSS,34.81359863,72.35279846
5694,Santos Dumont Airport,Rio De Janeiro,Brazil,SDU,SBRJ,-22.91049957,-43.1631012
5695,Sde Dov Airport,Tel-aviv,Israel,SDV,LLSD,32.11470032,34.78219986
5696,Sedona Airport,Sedona,United States,SDX,KSEZ,34.84859848,-111.788002
5697,Sidney Richland Municipal Airport,Sidney,United States,SDY,KSDY,47.70690155,-104.1930008
5698,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.44900131,-122.3089981
5699,Sabha Airport,Sebha,Libya,SEB,HLLS,26.98699951,14.47249985
5700,Gillespie Field,El Cajon,United States,SEE,KSEE,32.82619858,-116.9720001
5701,Sebring Regional Airport,Sebring,United States,SEF,KSEF,27.45639992,-81.3423996
5702,Senggeh Airport,Senggeh-Papua Island,Indonesia,SEH,WAJS,-3.45,140.779
5703,Srednekolymsk Airport,Srednekolymsk,Russia,SEK,UESK,67.4805,153.7364
5704,Craig Field,Selma,United States,SEM,KSEM,32.34389877,-86.9878006
5705,Southend Airport,Southend,United Kingdom,SEN,EGMC,51.57139969,0.695555985
5706,Seronera Airport,Seronera,Tanzania,SEU,HTSN,-2.458060026,34.82249832
5707,Sélibaby Airport,Selibabi,Mauritania,SEY,GQNS,15.1796999,-12.20730019
5708,Seychelles International Airport,Mahe,Seychelles,SEZ,FSIA,-4.674339771,55.52180099
5709,Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,34.7179985,10.69099998
5710,Orlando Sanford International Airport,Sanford,United States,SFB,KSFB,28.77759933,-81.23750305
5711,St-François Airport,St-François,Guadeloupe,SFC,TFFC,16.25779915,-61.26250076
5712,San Fernando De Apure Airport,San Fernando De Apure,Venezuela,SFD,SVSR,7.883319855,-67.44400024
5713,San Fernando Airport,San Fernando,Philippines,SFE,RPUS,16.59560013,120.3030014
5714,Felts Field,Spokane,United States,SFF,KSFF,47.68280029,-117.322998
5715,L'Espérance Airport,St. Martin,Guadeloupe,SFG,TFFG,18.09989929,-63.04719925
5716,San Felipe International Airport,San Filipe,Mexico,SFH,MMSF,30.93020058,-114.8089981
5717,Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.0122219,-50.71160316
5718,Soure Airport,Soure,Brazil,SFK,SNSW,-0.6994310021,-48.52099991
5719,São Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,SFL,GVSF,14.88500023,-24.47999954
5720,Sauce Viejo Airport,Santa Fe,Argentina,SFN,SAAV,-31.7117,-60.8117
5721,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.61899948,-122.375
5722,Şanlıurfa Airport,Sanliurfa,Turkey,SFQ,LTCH,37.09429932,38.8470993
5723,Subic Bay International Airport,Olongapo City,Philippines,SFS,RPLB,14.79440022,120.2710037
5724,Skellefteå Airport,Skelleftea,Sweden,SFT,ESNS,64.62480164,21.07690048
5725,North Central State Airport,Smithfield,United States,SFZ,KSFZ,41.92079926,-71.49140167
5726,Surgut Airport,Surgut,Russia,SGC,USRR,61.34370041,73.40180206
5727,Sønderborg Airport,Soenderborg,Denmark,SGD,EKSB,54.96440125,9.791729927
5728,Springfield Branson National Airport,Springfield,United States,SGF,KSGF,37.24570084,-93.38860321
5729,Springfield-Beckley Municipal Airport,Springfield,United States,SGH,KSGH,39.84030151,-83.84020233
5730,Mushaf Air Base,Sargodha,Pakistan,SGI,OPSR,32.04859924,72.66500092
5731,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,SGN,VVTS,10.81879997,106.6520004
5732,St George Airport,St George,Australia,SGO,YSGE,-28.04969978,148.5950012
5733,Sanggata/Sangkimah Airport,Sanggata,Indonesia,SGQ,WRLA,0.3847,117.543
5734,Sugar Land Regional Airport,Sugar Land,United States,SGR,KSGR,29.62229919,-95.65650177
5735,Sanga Sanga Airport,Sanga Sanga,Philippines,SGS,RPMN,5.046989918,119.7429962
5736,St George Municipal Airport,Saint George,United States,SGU,KSGU,37.03638889,-113.5103056
5737,Sierra Grande Airport,Sierra Grande,Argentina,SGV,SAVS,-41.59170151,-65.33940125
5738,Songea Airport,Songea,Tanzania,SGX,HTSO,-10.68299961,35.58300018
5739,Skagway Airport,Skagway,United States,SGY,PAGY,59.46009827,-135.3159943
5740,Shanghai Hongqiao International Airport,Shanghai,China,SHA,ZSSS,31.19790077,121.3359985
5741,Nakashibetsu Airport,Nakashibetsu,Japan,SHB,RJCN,43.57749939,144.9600067
5742,Shenandoah Valley Regional Airport,Weyers Cave,United States,SHD,KSHD,38.26380157,-78.89640045
5743,Taoxian Airport,Shenyang,China,SHE,ZYTX,41.63980103,123.4830017
5744,Shungnak Airport,Shungnak,United States,SHG,PAGH,66.88809967,-157.1620026
5745,Shishmaref Airport,Shishmaref,United States,SHH,PASH,66.249604,-166.089112
5746,Shimojishima Airport,Shimojishima,Japan,SHI,RORS,24.82670021,125.1449966
5747,Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,OMSJ,25.32859993,55.51720047
5748,Shillong Airport,Shillong,India,SHL,VEBI,25.70359993,91.97869873
5749,Nanki Shirahama Airport,Nanki-shirahama,Japan,SHM,RJBD,33.66220093,135.3639984
5750,Sanderson Field,Shelton,United States,SHN,KSHN,47.23360062,-123.1480026
5751,Sokcho Airport,Sokch'o,South Korea,SHO,RKND,38.14260101,128.598999
5752,Shanhaiguan Airport,Qinhuangdao,China,SHP,ZBSH,39.968102,119.731003
5753,Sheridan County Airport,Sheridan,United States,SHR,KSHR,44.76919937,-106.9800034
5754,Shepparton Airport,Shepparton,Australia,SHT,YSHT,-36.42890167,145.3930054
5755,Shreveport Regional Airport,Shreveport,United States,SHV,KSHV,32.44660187,-93.82559967
5756,Sharurah Airport,Sharurah,Saudi Arabia,SHW,OESH,17.46689987,47.12139893
5757,Shageluk Airport,Shageluk,United States,SHX,PAHX,62.69229889,-159.5690002
5758,Shinyanga Airport,Shinyanga,Tanzania,SHY,HTSY,-3.6093,33.5035
5759,Xi'an Xiguan Airport,Xi\'AN,China,SIA,ZLSN,34.376701,109.120003
5760,Sinop Airport,Sinop,Turkey,SIC,LTCM,42.01580048,35.06639862
5761,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,SID,GVAC,16.74139977,-22.94939995
5762,Simara Airport,Simara,Nepal,SIF,VNSI,27.15950012,84.98010254
5763,Fernando Luis Ribas Dominicci Airport,San Juan,Puerto Rico,SIG,TJIG,18.45680046,-66.09809875
5764,Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167
5765,Sikeston Memorial Municipal Airport,Sikeston,United States,SIK,KSIK,36.89889908,-89.5617981
5766,Singapore Changi Airport,Singapore,Singapore,SIN,WSSS,1.35019,103.994003
5767,Smithton Airport,,Australia,SIO,YSMI,-40.83499908,145.0839996
5768,Simferopol International Airport,Simferopol,Ukraine,SIP,UKFF,45.05220032,33.97510147
5769,Dabo Airport,Singkep,Indonesia,SIQ,WIDS,-0.4791890085,104.5790024
5770,Sion Airport,Sion,Switzerland,SIR,LSGS,46.21960068,7.326759815
5771,Sishen Airport,Sishen,South Africa,SIS,FASS,-27.64859962,22.9993
5772,Sitka Rocky Gutierrez Airport,Sitka,United States,SIT,PASI,57.04710007,-135.3619995
5773,Siuna,Siuna,Nicaragua,SIU,MNSI,13.72722244,-84.77777863
5774,Norman Y. Mineta San Jose International Airport,San Jose,United States,SJC,KSJC,37.36259842,-121.9290009
5775,Los Cabos International Airport,San Jose Del Cabo,Mexico,SJD,MMSD,23.15180016,-109.7210007
5776,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,SJE,SKSJ,2.57969,-72.6394
5777,San Jose Airport,San Jose,Philippines,SJI,RPUH,12.36149979,121.0469971
5778,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,SJJ,LQSA,43.82460022,18.3314991
5779,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,SJK,SBSJ,-23.22920036,-45.86149979
5780,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,SJL,SBUA,-0.14835,-66.9855
5781,Juan Santamaria International Airport,San Jose,Costa Rica,SJO,MROC,9.993860245,-84.20880127
5782,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,SJP,SBSR,-20.8166008,-49.40650177
5783,San Angelo Regional Mathis Field,San Angelo,United States,SJT,KSJT,31.35770035,-100.4960022
5784,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,TJSJ,18.43939972,-66.00180054
5785,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,SJW,ZBSJ,38.28070068,114.6969986
5786,Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,SJY,EFSI,62.69210052,22.83230019
5787,São Jorge Airport,Sao Jorge Island,Portugal,SJZ,LPSJ,38.66550064,-28.17580032
5788,Fairchild Air Force Base,Spokane,United States,SKA,KSKA,47.61510086,-117.6559982
5789,Robert L. Bradshaw International Airport,Basse Terre,Saint Kitts and Nevis,SKB,TKPK,17.31119919,-62.71870041
5790,Samarkand Airport,Samarkand,Uzbekistan,SKD,UTSS,39.70050049,66.9838028
5791,Skien Airport,Skien,Norway,SKE,ENSN,59.18500137,9.566940308
5792,Lackland Air Force Base,San Antonio,United States,SKF,KSKF,29.38419914,-98.58110046
5793,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,SKG,LGTS,40.5196991,22.97089958
5794,Surkhet Airport,Surkhet,Nepal,SKH,VNSK,28.58600044,81.63600159
5795,Shaktoolik Airport,Shaktoolik,United States,SKK,PFSH,64.37110138,-161.223999
5796,Stokmarknes Skagen Airport,Stokmarknes,Norway,SKN,ENSK,68.5788269,15.03341675
5797,Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,DNSO,12.91629982,5.207190037
5798,Skopje Alexander the Great Airport,Skopje,Macedonia,SKP,LWSK,41.961601,21.621401
5799,Skrydstrup Air Base,Skrydstrup,Denmark,SKS,EKSP,55.221048,9.26702
5800,Sialkot Airport,Sialkot,Pakistan,SKT,OPST,32.53555679,74.3638916
5801,Skiros Airport,Skiros,Greece,SKU,LGSY,38.96760178,24.48719978
5802,St Catherine International Airport,St. Catherine,Egypt,SKV,HESC,28.68530083,34.0625
5803,Saransk Airport,Saransk,Russia,SKX,UWPS,54.1251297,45.21225739
5804,Griffing Sandusky Airport,Sandusky,United States,SKY,KSKY,41.4333992,-82.65229797
5805,Sukkur Airport,Sukkur,Pakistan,SKZ,OPSK,27.72200012,68.79170227
5806,Martin Miguel De Guemes International Airport,Salta,Argentina,SLA,SASA,-24.8560009,-65.48619843
5807,Salt Lake City International Airport,Salt Lake City,United States,SLC,KSLC,40.78839874,-111.9779968
5808,Sliač Airport,Sliac,Slovakia,SLD,LZSL,48.63779831,19.13409996
5809,Salem Municipal Airport/McNary Field,Salem,United States,SLE,KSLE,44.90950012,-123.0029984
5810,Sulayel Airport,Sulayel,Saudi Arabia,SLF,OESL,20.4647007,45.61959839
5811,Sola Airport,Sola,Vanuatu,SLH,NVSC,-13.85169983,167.5370026
5812,Los Alamitos Army Air Field,Solwesi,Zambia,SLI,KSLI,33.79000092,-118.052002
5813,Adirondack Regional Airport,Saranac Lake,United States,SLK,KSLK,44.38529968,-74.20619965
5814,Salalah Airport,Salalah,Oman,SLL,OOSA,17.0387001,54.09130096
5815,Salamanca Airport,Salamanca,Spain,SLM,LESA,40.95209885,-5.501989841
5816,Salina Municipal Airport,Salina,United States,SLN,KSLN,38.79100037,-97.65219879
5817,Ponciano Arriaga International Airport,San Luis Potosi,Mexico,SLP,MMSP,22.25429916,-100.9309998
5818,Sleetmute Airport,Sleetmute,United States,SLQ,PASL,61.70050049,-157.1660004
5819,George F. L. Charles Airport,Castries,Saint Lucia,SLU,TLPC,14.0202,-60.992901
5820,Shimla Airport,Shimla,India,SLV,VISM,31.0818,77.068001
5821,Plan De Guadalupe International Airport,Saltillo,Mexico,SLW,MMIO,25.54949951,-100.9290009
5822,Salt Cay Airport,Salt Cay,Turks and Caicos Islands,SLX,MBSY,21.33300018,-71.19999695
5823,Salekhard Airport,Salekhard,Russia,SLY,USDD,66.59079742,66.61100006
5824,Marechal Cunha Machado International Airport,Sao Luis,Brazil,SLZ,SBSL,-2.58536005,-44.23410034
5825,Santa Maria Airport,Santa Maria (island),Portugal,SMA,LPAZ,36.97140121,-25.17060089
5826,Smith Field,Fort Wayne IN,United States,SMD,KSMD,41.14339828,-85.15280151
5827,Lake Cumberland Regional Airport,Somerset,United States,SME,KSME,37.05339813,-84.61589813
5828,Sacramento International Airport,Sacramento,United States,SMF,KSMF,38.69540024,-121.5910034
5829,Samos Airport,Samos,Greece,SMI,LGSM,37.68999863,26.9116993
5830,St Michael Airport,St. Michael,United States,SMK,PAMK,63.49010086,-162.1100006
5831,Stella Maris Airport,Stella Maris,Bahamas,SML,MYLS,23.5823168,-75.26862144
5832,Lemhi County Airport,Salmon,United States,SMN,KSMN,45.12379837,-113.8809967
5833,Santa Monica Municipal Airport,Santa Monica,United States,SMO,KSMO,34.01580048,-118.4509964
5834,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,SMQ,WAOS,-2.499190092,112.9749985
5835,Simón Bolívar International Airport,Santa Marta,Colombia,SMR,SKSM,11.1196,-74.2306
5836,Sainte Marie Airport,Sainte Marie,Madagascar,SMS,FMMS,-17.09390068,49.81579971
5837,Samedan Airport,Samedan,Switzerland,SMV,LSZS,46.53409958,9.884110451
5838,Smara Airport,Smara,Western Sahara,SMW,GMMA,26.7318,-11.6847
5839,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,SMX,KSMX,34.89889908,-120.4570007
5840,Stoelmanseiland Airport,Stoelmans Eiland,Suriname,SMZ,SMST,4.349999905,-54.41666794
5841,John Wayne Airport-Orange County Airport,Santa Ana,United States,SNA,KSNA,33.67570114,-117.8679962
5842,Snake Bay Airport,,Australia,SNB,YSNB,-11.42280006,130.654007
5843,General Ulpiano Paez Airport,Salinas,Ecuador,SNC,SESA,-2.20499,-80.988899
5844,Preguiça Airport,Sao Nocolau Island,Cape Verde,SNE,GVSN,16.58839989,-24.28470039
5845,San Julian Air Base,Pinar Del Rio,Cuba,SNJ,MUSJ,22.09530067,-84.15200043
5846,Shannon Airport,Shannon,Ireland,SNN,EINN,52.70199966,-8.924819946
5847,Sakon Nakhon Airport,Sakon Nakhon,Thailand,SNO,VTUI,17.19510078,104.1190033
5848,St Paul Island Airport,St. Paul Island,United States,SNP,PASN,57.16730118,-170.2200012
5849,Saint-Nazaire-Montoir Airport,St.-nazaire,France,SNR,LFRZ,47.3105556,-2.1566667
5850,Salinas Municipal Airport,Salinas,United States,SNS,KSNS,36.66279984,-121.6060028
5851,Abel Santamaria Airport,Santa Clara,Cuba,SNU,MUSC,22.49220085,-79.94360352
5852,Santa Elena de Uairen Airport,Santa Ana De Uairen,Venezuela,SNV,SVSE,4.554999828,-61.15000153
5853,Thandwe Airport,Thandwe,Burma,SNW,VYTD,18.46069908,94.30010223
5854,Sidney Municipal-Lloyd W Carr Field,Sidney,United States,SNY,KSNY,41.10129929,-102.9850006
5855,Sonora Municipal Airport,Sonora,United States,SOA,KSOA,30.58569908,-100.6490021
5856,Sármellék International Airport,Sármellék,Hungary,SOB,LHSM,46.686391,17.159084
5857,Adi Sumarmo Wiryokusumo Airport,Solo City,Indonesia,SOC,WARQ,-7.516089916,110.7570038
5858,Sorocaba Airport,Sorocaba,Brazil,SOD,SDCO,-23.47800064,-47.49000168
5859,Sofia Airport,Sofia,Bulgaria,SOF,LBSF,42.69669342,23.41143608
5860,Sogndal Airport,Sogndal,Norway,SOG,ENSG,61.156101,7.13778
5861,Sørkjosen Airport,Sorkjosen,Norway,SOJ,ENSR,69.78679657,20.95940018
5862,San Tomé Airport,San Tome,Venezuela,SOM,SVST,8.945146561,-64.1510849
5863,Santo Pekoa International Airport,Santo,Vanuatu,SON,NVSS,-15.50500011,167.2200012
5864,Söderhamn Airport,Soderhamn,Sweden,SOO,ESNY,61.26150131,17.09910011
5865,Moore County Airport,Pinehurst-Southern Pines,United States,SOP,KSOP,35.23740005,-79.3911972
5866,Dominique Edward Osok Airport,Sorong,Indonesia,SOQ,WAXX,-0.894,131.287
5867,Sodankyla Airport,Sodankyla,Finland,SOT,EFSO,67.39499664,26.61910057
5868,Southampton Airport,Southampton,United Kingdom,SOU,EGHI,50.95029831,-1.35679996
5869,Show Low Regional Airport,Show Low,United States,SOW,KSOW,34.26549912,-110.0059967
5870,Stronsay Airport,Stronsay,United Kingdom,SOY,EGER,59.15530014,-2.641390085
5871,Solenzara (BA 126) Air Base,Solenzara,France,SOZ,LFKS,41.92440033,9.406000137
5872,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,Virgin Islands,SPB,VI22,18.33860016,-64.94069672
5873,La Palma Airport,Santa Cruz De La Palma,Spain,SPC,GCLA,28.62649918,-17.75559998
5874,Saidpur Airport,Saidpur,Bangladesh,SPD,VGSD,25.75919914,88.9088974
5875,Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,United States,SPF,KSPF,44.4803009,-103.7829971
5876,Albert Whitted Airport,St. Petersburg,United States,SPG,KSPG,27.76510048,-82.6269989
5877,Abraham Lincoln Capital Airport,Springfield,United States,SPI,KSPI,39.84410095,-89.67790222
5878,Chitose Air Base,Chitose,Japan,SPK,RJCJ,42.79449844,141.6660004
5879,Spangdahlem Air Base,Spangdahlem,Germany,SPM,ETAD,49.97269821,6.692500114
5880,Saipan International Airport,Saipan,Northern Mariana Islands,SPN,PGSN,15.11900043,145.7290039
5881,Menongue Airport,Menongue,Angola,SPP,FNME,-14.6576004,17.71980095
5882,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,United States,SPS,KSPS,33.98880005,-98.49189758
5883,Split Airport,Split,Croatia,SPU,LDSP,43.53889847,16.29800034
5884,Spencer Municipal Airport,Spencer,United States,SPW,KSPW,43.16550064,-95.20279694
5885,San Pedro Airport,San Pedro,Cote d'Ivoire,SPY,DISP,4.746719837,-6.660820007
5886,Silver Springs Airport,Silver Springs,United States,SPZ,KSPZ,39.40299988,-119.2509995
5887,Sintang(Susilo) Airport,Sintang-Borneo Island,Indonesia,SQG,WIOS,0.0636190027,111.4729996
5888,Na-San Airport,Son-La,Vietnam,SQH,VVNS,21.21699905,104.0329971
5889,San Carlos Airport,San Carlos,United States,SQL,KSQL,37.51190186,-122.25
5890,Storuman Airport,Mohed,Sweden,SQO,ESUD,64.96089935,17.69659996
5891,Šiauliai International Airport,Siauliai,Lithuania,SQQ,EYSA,55.89390182,23.39500046
5892,São Miguel do Oeste Airport,Sao Miguel do Oeste,Brazil,SQX,SSOE,-26.78160095,-53.50350189
5893,Santa Rosa Airport,Santa Rosa,Brazil,SRA,SSZR,-27.90670013,-54.520401
5894,Juana Azurduy De Padilla Airport,Sucre,Bolivia,SRE,SLSU,-19.00709915,-65.28869629
5895,Achmad Yani Airport,Semarang,Indonesia,SRG,WARS,-6.97273,110.375
5896,Sarh Airport,Sarh,Chad,SRH,FTTA,9.144439697,18.37439919
5897,Temindung Airport,Samarinda,Indonesia,SRI,WALS,-0.4845309854,117.1569977
5898,Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,SRJ,SLSB,-14.85919952,-66.73750305
5899,Strahan Airport,Strahan,Australia,SRN,YSRN,-42.15499878,145.2920074
5900,Stord Airport,Stord,Norway,SRP,ENSO,59.79190063,5.340849876
5901,Sarasota Bradenton International Airport,Sarasota,United States,SRQ,KSRQ,27.39539909,-82.55439758
5902,Sierra Blanca Regional Airport,Ruidoso,United States,SRR,KSRR,33.46279907,-105.5350037
5903,Soroti Airport,Soroti,Uganda,SRT,HUSO,1.727689981,33.62279892
5904,Gardabya Airport,Sirt,Libya,SRX,HLGD,31.06349945,16.59499931
5905,Dasht-e Naz Airport,Dasht-e-naz,Iran,SRY,OINZ,36.63579941,53.1935997
5906,El Trompillo Airport,Santa Cruz,Bolivia,SRZ,SLET,-17.81159973,-63.17150116
5907,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SSA,SBSV,-12.9086113,-38.32249832
5908,Shaw Air Force Base,Sumter,United States,SSC,KSSC,33.97269821,-80.47059631
5909,Solapur Airport,Sholapur,India,SSE,VASL,17.62800026,75.93479919
5910,Stinson Municipal Airport,Stinson,United States,SSF,KSSF,29.33699989,-98.47109985
5911,Malabo Airport,Malabo,Equatorial Guinea,SSG,FGSL,3.755270004,8.708720207
5912,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,SSH,HESH,27.97730064,34.39500046
5913,Malcolm McKinnon Airport,Brunswick,United States,SSI,KSSI,31.15180016,-81.39129639
5914,Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,SSJ,ENST,65.95680237,12.46889973
5915,Seoul Air Base,Seoul East,South Korea,SSN,RKSM,37.44580078,127.1139984
5916,Sara Airport,Pentecost Island,Vanuatu,SSR,NVSH,-15.4708004,168.1519928
5917,Santa Teresita Airport,Santa Teresita,Argentina,SST,SAZL,-36.5423,-56.7218
5918,Lasikin Airport,Sinabang,Indonesia,SSV,WITG,2.410279989,96.32559967
5919,Mbanza Congo Airport,M'banza-congo,Angola,SSY,FNBC,-6.269899845,14.24699974
5920,Base Aérea de Santos Airport,Santos,Brazil,SSZ,SBST,-23.92805672,-46.29972076
5921,Stauning Airport,Stauning,Denmark,STA,EKVJ,55.99010086,8.353910446
5922,Santa Bárbara del Zulia Airport,Santa Barbara,Venezuela,STB,SVSZ,8.974550247,-71.94325256
5923,St Cloud Regional Airport,Saint Cloud,United States,STC,KSTC,45.54660034,-94.05989838
5924,Mayor Buenaventura Vivas International Airport,Santo Domingo,Venezuela,STD,SVSO,7.565380096,-72.03510284
5925,Stevens Point Municipal Airport,Stevens Point,United States,STE,KSTE,44.54520035,-89.53029633
5926,St George Airport,Point Barrow,United States,STG,PAPB,56.57830048,-169.6620026
